file_name,-E2_0_queueing_length_avg,-E2_0_queueing_length_experimental_avg,-E2_0_queueing_time_avg,-E2_1_queueing_length_avg,-E2_1_queueing_length_experimental_avg,-E2_1_queueing_time_avg,-E3_0_queueing_length_avg,-E3_0_queueing_length_experimental_avg,-E3_0_queueing_time_avg,-E4_0_queueing_length_avg,-E4_0_queueing_length_experimental_avg,-E4_0_queueing_time_avg,-E4_1_queueing_length_avg,-E4_1_queueing_length_experimental_avg,-E4_1_queueing_time_avg,-E4_2_queueing_length_avg,-E4_2_queueing_length_experimental_avg,-E4_2_queueing_time_avg,-E5_0_queueing_length_avg,-E5_0_queueing_length_experimental_avg,-E5_0_queueing_time_avg,-E5_1_queueing_length_avg,-E5_1_queueing_length_experimental_avg,-E5_1_queueing_time_avg,-E5_2_queueing_length_avg,-E5_2_queueing_length_experimental_avg,-E5_2_queueing_time_avg,:Junc0_14_0_queueing_length_avg,:Junc0_14_0_queueing_length_experimental_avg,:Junc0_14_0_queueing_time_avg,:Junc0_15_0_queueing_length_avg,:Junc0_15_0_queueing_length_experimental_avg,:Junc0_15_0_queueing_time_avg,:Junc0_16_0_queueing_length_avg,:Junc0_16_0_queueing_length_experimental_avg,:Junc0_16_0_queueing_time_avg,:Junc0_1_0_queueing_length_avg,:Junc0_1_0_queueing_length_experimental_avg,:Junc0_1_0_queueing_time_avg,:Junc0_4_0_queueing_length_avg,:Junc0_4_0_queueing_length_experimental_avg,:Junc0_4_0_queueing_time_avg,:Junc0_6_0_queueing_length_avg,:Junc0_6_0_queueing_length_experimental_avg,:Junc0_6_0_queueing_time_avg,:Junc0_7_0_queueing_length_avg,:Junc0_7_0_queueing_length_experimental_avg,:Junc0_7_0_queueing_time_avg,E0_0_queueing_length_avg,E0_0_queueing_length_experimental_avg,E0_0_queueing_time_avg,E0_1_queueing_length_avg,E0_1_queueing_length_experimental_avg,E0_1_queueing_time_avg,E0_2_queueing_length_avg,E0_2_queueing_length_experimental_avg,E0_2_queueing_time_avg,E0_3_queueing_length_avg,E0_3_queueing_length_experimental_avg,E0_3_queueing_time_avg,E5_1_queueing_length_avg,E5_1_queueing_length_experimental_avg,E5_1_queueing_time_avg,NE0_0_queueing_length_avg,NE0_0_queueing_length_experimental_avg,NE0_0_queueing_time_avg,NE0_1_queueing_length_avg,NE0_1_queueing_length_experimental_avg,NE0_1_queueing_time_avg
queue_132.xml,14.092720082530947,15.984129986244842,28.337207702888584,21.997667741935484,24.71777741935484,27.993806451612905,66.7311053250462,69.58493700655131,110.12974970603058,33.11581265940181,35.44771852538836,54.238743334106196,63.514797856794935,65.86302727715538,66.31726741354116,85.71647437864375,92.20279533599263,116.30216324025774,8.313478802992519,11.567406483790522,5.31072319201995,7.9150029708853245,9.536714200831849,11.825965537730243,12.917704600484262,14.934929782082325,21.45636803874092,,,,,,,,,,,,,,,,,,,,,,24.411570273631842,26.012521766169154,48.314272388059706,6.013040983606557,6.510319672131148,14.861967213114752,27.476667803547066,29.208403819918146,31.838915416098224,46.48368913533183,50.83398891006758,96.92833131173107,,,,12.238852798894264,13.854412577747063,22.708638562543193,53.101528578487894,55.11912370284961,110.23004447372756
queue_133.xml,15.241046628648103,17.703733646427374,19.669406239516942,31.137279411764705,33.649365196078435,54.724558823529414,113.402411558669,98.76834325744308,123.06719789842381,77.41720771144279,79.16668532338309,91.18619402985075,8.315305744286597,9.446917850525015,8.862693020382952,57.97409822866345,60.426892109500805,117.59019726247986,15.9085346215781,21.786296296296296,8.906441223832527,18.54105943152455,20.71407622739018,32.85804263565891,16.367649357900614,19.482523729759908,17.747347850362925,,,,,,,,,,,,,,,,,,,,,,27.06882587505538,29.293380593708463,49.47984049623394,5.662267002518892,6.207979848866499,9.596977329974811,8.601274509803922,9.480936819172113,6.921459694989107,32.37044823386115,34.98314494518879,80.18341047503046,,,,23.35995070422535,25.42844366197183,38.03996478873239,90.51319852294708,88.98933356778619,120.76159662387902
queue_134.xml,16.02642477876106,18.393026548672566,21.338539823008848,13.277913505311078,14.502981790591805,22.30694233687405,110.55329194814679,91.58351287201022,139.1451159393829,25.285492416150394,26.530931424909205,59.69395428327281,20.74598659570274,22.305270057165384,106.69475655430712,86.43068324500612,90.46007745617612,132.22900937627395,9.122144112478031,10.55262741652021,11.336643233743409,10.32993273542601,12.266188340807174,21.48793721973094,15.072894270525694,18.048216184288247,18.602953337271117,,,,,,,4.166666666666667,5.010555555555555,0.6666666666666666,,,,,,,,,,,,,11.897960612691467,13.669496717724288,23.330109409190374,6.228434163701067,7.154139976275207,11.109964412811388,22.76954963235294,24.205008042279413,112.2395565257353,49.55304534566779,51.378161394234745,128.7046749814157,,,,14.98665431837426,15.409282387806943,123.60469940728196,138.4566840161182,129.77642545332438,141.01905641370047
queue_135.xml,8.208367803242036,9.243378982671883,49.58887646730017,19.78604569743873,21.265233093790307,61.00709415883545,108.6377596393035,93.84731965174129,131.0137748756219,40.89889447236181,43.826661568713135,52.15138737164081,28.033641773281765,30.57144004760488,41.78637310324308,69.95615181081527,75.9490573838267,100.62483876302299,6.432714819427148,7.617546699875468,9.230261519302616,15.746782419967444,17.317691264243084,58.93974498100922,24.39032510885341,27.009631349782293,33.27358490566038,,,,,,,,,,,,,,,,,,,,,,12.80121472392638,14.52519836400818,24.440572597137013,8.230218671152228,9.591429772918419,12.095794785534062,45.51345117482216,47.39162103901703,69.30627290364302,66.83692055154302,69.61875410374262,100.42245567957977,,,,17.66749076127125,20.183858093126386,27.23880266075388,89.558392732355,93.7729175401817,117.9067784765898
queue_136.xml,11.520069492703266,13.753092425295344,10.099374565670605,10.374849738675957,11.15773519163763,42.47192944250871,97.90622329059829,93.01104878917378,128.2940883190883,52.940127576054955,56.10181550539745,61.939867517173695,8.37959109730849,9.898074534161491,13.153726708074535,78.80885847797063,83.59865987983979,117.41737316421896,7.730666003976143,10.759373757455268,7.53220675944334,9.568988693467336,12.261501256281408,8.94673366834171,8.457215870880967,9.305655682582382,22.017350369872226,,,,,,,2.857142857142857,5.018571428571429,0.14285714285714285,,,,,,,,,,,,,15.333342667133357,17.445708785439273,24.02271613580679,6.693884711779448,7.378426065162907,12.589022556390976,10.409629883481836,10.913742289239204,18.90829335161069,29.558173843700157,31.180913078149917,112.74047049441785,,,,17.17891254752852,18.387304182509506,31.24486692015209,71.71691893830703,74.86860832137732,127.13301649928263
queue_137.xml,12.68179736691471,14.359587864911276,18.513623354321695,25.239099669603526,27.40685297356828,50.94760462555067,100.1565939261684,90.76617930532824,120.09288961629387,18.51560893512852,20.679017747858015,37.03604651162791,10.912516965766851,11.455993062886442,98.84843914944956,78.3426765559497,81.40191658604752,150.04401805869074,5.498321678321679,6.77979020979021,5.102097902097903,6.41590806669671,6.78979269941415,104.24035601622353,15.301201831362075,17.25578786722625,24.60389164441053,,,,,,,,,,,,,,,,,,,,,,11.902069102462272,13.317577442414617,21.11838760921366,8.04445798588839,9.12,14.304746632456702,14.48382833787466,15.606287465940055,21.511444141689374,43.31855232434727,45.857684143493955,118.36187645935047,,,,27.95462809917355,30.587049946101327,39.26658282429033,101.78490306661968,100.17001586182587,121.8381036305957
queue_138.xml,8.24631496062992,10.831866141732283,8.776141732283465,20.442183629509962,21.900215401184706,51.41249326871298,69.32274774774774,68.60287674037674,103.5713963963964,25.615897435897434,28.57727642276423,34.98918073796123,55.392440782698245,58.123334191555095,77.33959835221421,95.63882655687081,100.30521530279636,130.1139131926574,5.516727272727272,6.812936363636363,7.554545454545455,10.887452681388014,11.872560462670872,70.22754994742375,21.361437386569875,23.704954627949185,38.216152450090746,3.9409090909090905,5.100909090909091,0.6954545454545454,,,,4.0695,16.7665,1.49625,,,,,,,,,,,,,15.371897307451473,18.692773951158422,17.19818409517846,8.444905771495877,9.941018845700823,15.535806831566548,37.80824007651841,39.99408895265423,66.66771879483501,47.15059392987965,50.96208006279435,81.54680795395082,,,,25.783693230505573,27.950642673521852,47.38777492145102,78.30970234575202,83.7418904001577,103.07612852355608
queue_139.xml,7.384266777133388,8.477667771333886,15.649792874896438,11.701855397821063,13.078157807857378,49.22601518653021,109.61131871674996,96.71216346928907,132.35980976946638,34.953863106590376,36.946372112735745,61.480038143674506,30.27943352215928,33.756164611796066,51.4431856047984,85.40149362760336,91.02374261734535,111.95402548958657,7.703905013192613,15.786781002638522,3.9102902374670183,9.082927825692238,10.57109396277803,24.608216068996825,14.278495893223818,16.107705338809037,39.65826488706366,,,,,,,,,,,,,,,,,,,,,,25.428407079646018,28.4574200136147,33.199183117767184,5.609178386380459,5.853316062176166,10.030125832716507,25.238795918367348,26.48983163265306,38.08790816326531,39.396125152874035,42.70584590297595,94.52888300040766,,,,13.441005917159764,15.305399408284025,30.96427514792899,86.05487209110414,90.68170325136163,127.99349727677834
queue_14.xml,14.170753128555177,15.277215017064847,52.96480091012514,16.771120064464142,18.504552780016116,29.120628525382752,83.5650491093724,76.12230231396704,111.40447810887298,36.238758079409045,38.21310480147738,61.123707294552176,71.13595537569726,67.76914141966532,83.58543147763316,102.4225495363592,104.48939092240117,121.40912640312348,6.07579081632653,6.965663265306122,5.697193877551021,7.725621491579791,8.8071050521251,101.95136327185246,11.909366267465069,13.827255489021956,17.215968063872257,,,,,,,2.857142857142857,7.9903571428571425,0.4857142857142857,,,,,,,,,,,,,23.460821042281218,24.671578171091443,32.87551622418879,5.709891435464415,5.880367913148372,16.85205066344994,32.96472829297106,34.05894270525694,47.8203780271707,45.70157216925907,49.32851145676534,79.3832078942967,,,,19.18279491833031,21.66948275862069,27.600226860254086,98.64921885521885,100.85187037037036,113.85082491582492
queue_140.xml,9.764606490115629,11.517952256620664,23.675195822454306,45.31386463386463,49.02215985215985,39.634811734811734,81.59226933460378,75.40143242814038,126.4365888518342,28.149688169483454,29.716960247560102,50.69457272078076,60.489534,63.412564,65.3716,94.70760307692308,99.41177692307693,101.8666,8.300751219512195,10.670478048780488,9.905170731707317,8.683002436053593,12.20312423873325,8.117661388550548,19.396994802812596,21.579853255885048,31.93029654539896,,,,,,,0.0,5.13,0.0,,,,,,,,,,,,,15.873440276406713,17.596722606120434,22.160069101678186,7.733878787878788,9.146507575757575,13.286590909090908,22.790089928057554,24.05294964028777,40.27158273381295,48.541669496321454,52.36604602905113,93.29767968307867,,,,38.35077867203219,40.258529175050306,58.844507042253525,126.93753810850681,120.1994820521226,117.08354368136371
