file_name,-E2_0_queueing_length_avg,-E2_0_queueing_length_experimental_avg,-E2_0_queueing_time_avg,-E2_1_queueing_length_avg,-E2_1_queueing_length_experimental_avg,-E2_1_queueing_time_avg,-E3_0_queueing_length_avg,-E3_0_queueing_length_experimental_avg,-E3_0_queueing_time_avg,-E4_0_queueing_length_avg,-E4_0_queueing_length_experimental_avg,-E4_0_queueing_time_avg,-E4_1_queueing_length_avg,-E4_1_queueing_length_experimental_avg,-E4_1_queueing_time_avg,-E4_2_queueing_length_avg,-E4_2_queueing_length_experimental_avg,-E4_2_queueing_time_avg,-E5_0_queueing_length_avg,-E5_0_queueing_length_experimental_avg,-E5_0_queueing_time_avg,-E5_1_queueing_length_avg,-E5_1_queueing_length_experimental_avg,-E5_1_queueing_time_avg,-E5_2_queueing_length_avg,-E5_2_queueing_length_experimental_avg,-E5_2_queueing_time_avg,:Junc0_14_0_queueing_length_avg,:Junc0_14_0_queueing_length_experimental_avg,:Junc0_14_0_queueing_time_avg,:Junc0_16_0_queueing_length_avg,:Junc0_16_0_queueing_length_experimental_avg,:Junc0_16_0_queueing_time_avg,E0_0_queueing_length_avg,E0_0_queueing_length_experimental_avg,E0_0_queueing_time_avg,E0_1_queueing_length_avg,E0_1_queueing_length_experimental_avg,E0_1_queueing_time_avg,E0_2_queueing_length_avg,E0_2_queueing_length_experimental_avg,E0_2_queueing_time_avg,E0_3_queueing_length_avg,E0_3_queueing_length_experimental_avg,E0_3_queueing_time_avg,NE0_0_queueing_length_avg,NE0_0_queueing_length_experimental_avg,NE0_0_queueing_time_avg,NE0_1_queueing_length_avg,NE0_1_queueing_length_experimental_avg,NE0_1_queueing_time_avg
queue_66.xml,15.898625,17.916332236842106,30.697072368421054,19.45004862236629,21.352363587250135,36.904213938411665,23.77963567839196,26.791532663316584,29.78168969849246,10.899182780007296,12.11882159795695,36.300109449106166,21.969389718076286,24.1149087893864,33.90046434494195,16.974758040276523,18.887865945296063,58.89083258190562,11.807622820919175,15.075871632329635,11.323137876386687,20.549694437189867,21.953867850613737,50.13909636980935,16.3078001257071,17.880575109993714,41.708768070395976,,,,,,,12.306385896180215,14.508148873653282,16.691087169441722,10.30975027543151,11.534160852001468,31.7812706573632,10.151361323155216,11.078396946564887,20.59026717557252,16.95664098073555,19.518546409807353,26.675656742556917,18.71731308411215,20.458455023364486,33.942844626168224,16.085229869784747,17.513343077331918,32.16385862343875
queue_67.xml,12.974772466539196,15.261342256214148,23.09372848948375,19.93429617117117,21.961829954954954,35.24476351351351,19.292063211125157,21.485077117572693,41.43891276864728,21.275228529839886,23.580614264919944,32.66678311499272,14.142376916868441,15.563083131557708,27.766585956416467,17.240803274494755,19.012706574571503,37.64164748017396,17.426118769883352,20.131060445387064,17.79098621420997,22.837464509739185,26.516381644106964,32.664014526246284,16.338070114543562,17.952474835126694,49.24015966678237,,,,,,,15.811238003838772,18.29609404990403,20.00331094049904,6.7320253164556965,6.926336559940432,30.197133283693223,7.977890818858561,9.359925558312655,16.161455748552523,9.981939562133826,10.746780758556891,32.170952821461604,14.643390275952695,16.343311432325887,35.38626806833114,11.95102833158447,12.847030430220356,42.63090241343127
queue_68.xml,13.781285410764871,15.426419971671388,27.85821529745043,20.447826752372208,22.8961310070401,32.45004591368228,17.595643051771116,19.37109264305177,36.04689373297003,10.326419047619046,11.10807619047619,41.67591836734694,13.327043596730245,14.618839237057221,33.57675749318801,15.888968990193481,17.57999734958919,36.259634243307715,7.584343807763402,9.162439926062847,10.265804066543438,21.990347578347578,24.72531054131054,32.166125356125356,20.31773035887488,23.443705140640155,28.438053669576462,,,,,,,16.837461966604824,18.27790723562152,29.226196660482376,7.298547223093819,7.773551929714466,32.573329149670535,9.569587209302325,10.098529069767443,27.35575581395349,12.95565343659245,14.710590513068732,27.247499193288157,24.14610951926138,26.743950971028333,33.17090098694683,19.83129742033384,21.677698533131004,39.23426909458776
queue_69.xml,16.506302270011947,17.905448028673835,31.07679211469534,24.129117959617428,26.385820935175346,36.54314558979809,23.98590729225551,25.947498586772188,40.923883550028265,21.113543350989683,23.45805965988291,44.58539169222191,12.652784810126583,13.60532964135021,38.17977320675106,20.010219528178244,21.5626376146789,39.35370249017038,7.584438927507447,9.172194637537238,19.983018867924528,22.261377845220032,24.41925948406677,32.811593323217,22.570728439854868,24.94102707228579,48.296874127825845,,,,,,,17.13350489153552,19.699008932369207,22.249808592088474,9.243589859665008,10.363703033046626,27.298822996831145,11.597118267629094,12.125730149916713,26.318378678511937,20.130740859525336,22.062556125721617,40.715651058370746,26.378614311704062,28.98801394784718,34.728956943602185,17.62612265585403,19.290364926507856,42.19343639128231
queue_7.xml,15.01195652173913,16.23405230978261,37.01341711956522,22.55516388557807,24.384582836710372,40.533611442193084,13.65722371967655,15.236052710392332,34.61931716082659,16.863083894957008,18.464771089937255,48.450917964211015,18.87750947482404,20.832298321602597,33.52097996751489,22.8931714847039,24.701928150435027,38.62534381139489,10.126275510204081,12.80740524781341,12.867930029154518,18.60083779971791,20.517038081805357,41.77060648801128,24.384576576576578,27.21092792792793,40.69666666666667,,,,,,,16.40122418879056,18.41934365781711,15.741297935103246,7.441442119032047,8.108257030739045,25.711249182472205,11.162741843159703,11.91953062392673,21.868631940469378,20.067614615649777,22.13873836608066,28.787314719062394,20.76339113680154,23.30808477842004,39.3859344894027,22.30112020460358,24.40539641943734,39.63478260869565
queue_70.xml,15.43765563856279,16.893180362860193,28.7965848452508,15.550539556438265,17.23626944720291,31.607249255213507,14.13749832102082,15.780946944257892,33.27068502350571,20.60068909209667,22.78833442194644,39.0481711299804,11.970474877450979,13.799770220588234,37.705300245098044,18.54845187089403,20.424444444444443,45.468751785204226,12.258002842928216,15.464193319118692,12.516488983653163,13.706105754276827,15.108127527216173,33.63365474339036,17.685294659300183,19.374683855125845,37.312492326580724,,,,,,,12.968209354120267,15.102957683741648,21.59207126948775,11.395875831485588,12.615144124168514,31.362934220251297,15.481010050251255,16.786145728643216,26.372613065326632,6.910287846481877,7.804317697228145,19.392057569296377,20.525293213828427,22.828453265044814,38.360947503201025,18.166879788639367,20.317159841479523,38.02306472919418
queue_71.xml,13.511253277399055,14.88165180912428,29.162611431567907,24.523382875605815,28.224494345718902,29.31389337641357,20.02146111291897,21.56242434103482,31.379271070615033,26.751953827460508,29.76567193195626,44.55441069258809,19.903024311183145,21.538645056726093,39.514521880064834,19.572719445108824,21.46513752690744,40.25850275053815,11.433555555555555,12.694940170940171,19.553846153846155,15.939679639925867,17.09761715647339,42.89094519459889,20.619162503673227,22.724510725830147,44.86320893329415,,,,,,,23.82432845744681,26.139970079787233,31.10615026595745,8.213430905377809,8.708590878148401,36.40214431586113,16.572281185389386,17.625823569951756,33.31385251550655,13.432843086483688,14.77233039875712,34.372449508026925,18.07966903914591,20.133010676156584,36.94953736654804,20.144741457514364,22.082582400967645,33.553311158149384
queue_72.xml,20.114916905444126,22.41671919770774,31.49277936962751,21.84087775295244,23.701848068943505,38.37714650494733,22.326213864720742,25.510322761717653,30.026213864720738,21.88438496117695,24.0818389865141,28.652635880670207,13.378640692640692,14.775650793650794,43.89460317460317,24.481783887468033,27.083791560102302,43.45463554987212,11.24139808682855,13.846276674025018,11.944518027961736,15.170015781167807,16.20264597580221,45.71520252498685,21.723566333808847,23.48828245363766,40.0322967189729,,,,,,,14.938704902867714,18.37285846438483,14.389130434782608,8.721108033240998,9.542860110803323,35.0178324099723,11.639023081052066,12.380987654320988,30.036876006441222,14.258276050190943,16.006039279869068,21.75106382978723,22.205547550432275,24.20058501440922,35.23536023054755,20.074464047936086,22.268608521970705,29.288981358189083
queue_73.xml,16.77977206312098,18.330654587960257,43.663530099357104,22.746755652410787,25.06092073004631,37.51707981476437,21.327497533706016,23.08753041762578,37.55152910226899,22.582699480281256,24.51339957199633,39.128370528890244,20.53453670276775,22.30319494584837,40.925752105896514,18.0445444755546,19.25298298513892,56.92483308205902,5.99778409090909,7.138835227272727,6.586363636363637,20.631704005431093,23.57378818737271,27.747997284453497,25.471943679216405,29.06991429445975,30.18882767064585,,,,,,,13.25113668061367,15.73555090655509,16.017224546722456,7.511574854180169,8.162138690861957,22.830848995463384,5.794871794871795,6.333641025641025,13.697606837606838,20.116779048765803,23.144346779048767,34.230975316074655,18.763627852545348,20.60839672322996,41.52138677589234,16.528897614013893,18.05456055572335,35.7518574448807
queue_74.xml,20.033901242642248,22.869944408109873,28.1509483322433,17.198384131591677,18.619925012094825,43.39876632801161,25.966903039073806,28.465898697539796,33.86228654124457,18.380454234972678,20.304658469945355,29.56273907103825,19.379627329192548,21.30903162055336,33.50736871823828,16.958449765490002,18.24748950876327,47.64727227844977,9.345186751233262,12.327434813248768,10.756871035940803,14.994550119739992,16.456630174478278,31.107287033869316,17.707367965367965,20.404392496392497,36.534199134199135,,,,,,,8.740270974465869,9.568473163105786,24.605836373110993,9.759886895475818,10.625027301092043,26.300234009360377,10.877195059186825,11.568903757076686,21.377611940298507,21.883779411764703,24.019857843137256,32.576911764705876,15.75759722566262,17.22720584592519,42.68043101312856,19.889381720430105,21.751263440860214,33.38700716845878
